timestamp,metric,value,predicted,free_energy,precision,feeling,time_dilation
1769098777772,rss_mb,234.554688,500.0,65317.545311,0.927,overwhelmed,1.01
1769098777873,context_switches,1708415.841584,5.0e3,0.0,0.0,overwhelmed,1.01
1769098777873,tick_jitter,1.0,0.0,1.7582,0.8791,overwhelmed,1.01
1769098777873,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098777873,page_faults,0.0,100.0,19.5,0.0013,overwhelmed,1.01
1769098777873,rss_mb,234.554688,500.0,65232.991855,0.9258,overwhelmed,1.01
1769098777974,context_switches,129841.584158,5.0e3,0.0,0.0,overwhelmed,1.01
1769098777974,tick_jitter,1.0,0.0,1.7662,0.8831,overwhelmed,1.01
1769098777974,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098777974,page_faults,0.0,100.0,21.0,0.0014,overwhelmed,1.01
1769098777974,rss_mb,234.554688,500.0,65183.669005,0.9251,overwhelmed,1.01
1769098778075,context_switches,45653.465347,5.0e3,0.0,0.0,overwhelmed,1.01
1769098778075,tick_jitter,1.0,0.0,1.7738,0.8869,overwhelmed,1.01
1769098778075,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098778075,page_faults,0.0,100.0,21.0,0.0014,overwhelmed,1.01
1769098778075,rss_mb,227.15625,500.0,67393.892396,0.9053,overwhelmed,1.01
1769098778176,context_switches,5.5e4,5.0e3,0.0,0.0,overwhelmed,1.01
1769098778176,tick_jitter,1.0,0.0,1.7808,0.8904,overwhelmed,1.01
1769098778176,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098778176,page_faults,0.0,100.0,21.0,0.0014,overwhelmed,1.01
1769098778176,rss_mb,227.15625,500.0,66202.793005,0.8893,overwhelmed,1.01
1769098778277,context_switches,47415.841584,5.0e3,0.0,0.0,overwhelmed,1.01
1769098778277,tick_jitter,1.0,0.0,1.7874,0.8937,overwhelmed,1.01
1769098778277,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098778277,page_faults,0.0,100.0,22.5,0.0015,overwhelmed,1.01
1769098778277,rss_mb,227.15625,500.0,65235.02475,0.8763,overwhelmed,1.01
1769098778378,context_switches,46029.70297,5.0e3,0.0,0.0,overwhelmed,1.01
1769098778378,tick_jitter,1.0,0.0,1.7936,0.8968,overwhelmed,1.01
1769098778378,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098778378,page_faults,0.0,100.0,22.5,0.0015,overwhelmed,1.01
1769098778378,rss_mb,227.15625,500.0,64431.032662,0.8655,overwhelmed,1.01
1769098778479,context_switches,40841.584158,5.0e3,0.0,0.0,overwhelmed,1.01
1769098778479,tick_jitter,1.0,0.0,1.7996,0.8998,overwhelmed,1.01
1769098778479,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098778479,page_faults,0.0,100.0,22.5,0.0015,overwhelmed,1.01
1769098778479,rss_mb,227.15625,500.0,63775.927997,0.8567,overwhelmed,1.01
1769098778580,context_switches,77990.09901,5.0e3,0.0,0.0,overwhelmed,1.01
1769098778580,tick_jitter,1.0,0.0,1.7996,0.8998,overwhelmed,1.01
1769098778580,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098778580,page_faults,0.0,100.0,22.5,0.0015,overwhelmed,1.01
1769098778580,rss_mb,227.15625,500.0,63440.931293,0.8522,overwhelmed,1.01
1769098778682,context_switches,74274.509804,5.0e3,0.0,0.0,overwhelmed,1.02
1769098778682,tick_jitter,2.0,0.0,7.3568,0.9196,overwhelmed,1.02
1769098778682,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.02
1769098778682,page_faults,0.0,100.0,25.5,0.0017,overwhelmed,1.02
1769098778682,rss_mb,227.15625,500.0,63299.488241,0.8503,overwhelmed,1.02
1769098778783,context_switches,62188.118812,5.0e3,0.0,0.0,overwhelmed,1.01
1769098778783,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098778783,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098778783,page_faults,108.910891,100.0,0.20248,0.0017,overwhelmed,1.01
1769098778783,rss_mb,227.28125,500.0,63308.439731,0.8512,overwhelmed,1.01
1769098778884,context_switches,189801.980198,5.0e3,0.0,0.0,overwhelmed,1.01
1769098778884,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098778884,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098778884,page_faults,69178.217822,100.0,0.0,0.0,overwhelmed,1.01
1769098778884,rss_mb,229.4375,500.0,62809.088977,0.858,overwhelmed,1.01
1769098778985,context_switches,62821.782178,5.0e3,0.0,0.0,overwhelmed,1.01
1769098778985,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098778985,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098778985,page_faults,11574.257426,100.0,0.0,0.0,overwhelmed,1.01
1769098778985,rss_mb,229.980469,500.0,63242.60869,0.8674,overwhelmed,1.01
1769098779086,context_switches,49257.425743,5.0e3,0.0,0.0,overwhelmed,1.01
1769098779086,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098779086,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098779086,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098779086,rss_mb,225.441406,500.0,65100.259123,0.8636,overwhelmed,1.01
1769098779187,context_switches,39851.485149,5.0e3,0.0,0.0,overwhelmed,1.01
1769098779187,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098779187,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098779187,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098779187,rss_mb,225.441406,500.0,64964.570764,0.8618,overwhelmed,1.01
1769098779288,context_switches,56465.346535,5.0e3,0.0,0.0,overwhelmed,1.01
1769098779288,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098779288,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098779288,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098779288,rss_mb,225.441406,500.0,64987.185491,0.8621,overwhelmed,1.01
1769098779389,context_switches,40564.356436,5.0e3,0.0,0.0,overwhelmed,1.01
1769098779389,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098779389,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098779389,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098779389,rss_mb,225.441406,500.0,65153.026818,0.8643,overwhelmed,1.01
1769098779490,context_switches,38425.742574,5.0e3,0.0,0.0,overwhelmed,1.01
1769098779490,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098779490,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098779490,page_faults,9.90099,100.0,0.0,0.0,overwhelmed,1.01
1769098779490,rss_mb,225.441406,500.0,65499.785956,0.8689,overwhelmed,1.01
1769098779591,context_switches,51346.534653,5.0e3,0.0,0.0,overwhelmed,1.01
1769098779591,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098779591,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098779591,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098779591,rss_mb,225.441406,500.0,66035.001148,0.876,overwhelmed,1.01
1769098779692,context_switches,57861.386139,5.0e3,0.0,0.0,overwhelmed,1.01
1769098779692,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098779692,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098779692,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098779692,rss_mb,225.441406,500.0,66743.595909,0.8854,overwhelmed,1.01
1769098779793,context_switches,65366.336634,5.0e3,0.0,0.0,overwhelmed,1.01
1769098779793,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098779793,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098779793,page_faults,11920.792079,100.0,0.0,0.0,overwhelmed,1.01
1769098779793,rss_mb,230.710938,500.0,65301.197564,0.9005,overwhelmed,1.01
1769098779894,context_switches,43475.247525,5.0e3,0.0,0.0,overwhelmed,1.01
1769098779894,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098779894,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098779894,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098779894,rss_mb,230.710938,500.0,66504.97311,0.9171,overwhelmed,1.01
1769098779995,context_switches,55138.613861,5.0e3,0.0,0.0,overwhelmed,1.01
1769098779995,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098779995,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098779995,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098779995,rss_mb,230.710938,500.0,67832.026875,0.9354,overwhelmed,1.01
1769098780096,context_switches,49445.544554,5.0e3,0.0,0.0,overwhelmed,1.01
1769098780096,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098780096,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098780096,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098780096,rss_mb,223.246094,500.0,71461.012075,0.933,overwhelmed,1.01
1769098780197,context_switches,45178.217822,5.0e3,0.0,0.0,overwhelmed,1.01
1769098780197,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098780197,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098780197,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098780197,rss_mb,223.246094,500.0,71369.100805,0.9318,overwhelmed,1.01
1769098780298,context_switches,45653.465347,5.0e3,0.0,0.0,overwhelmed,1.01
1769098780298,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098780298,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098780298,page_faults,19.80198,100.0,0.0,0.0,overwhelmed,1.01
1769098780298,rss_mb,223.246094,500.0,71369.100805,0.9318,overwhelmed,1.01
1769098780399,context_switches,87217.821782,5.0e3,0.0,0.0,overwhelmed,1.01
1769098780399,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098780399,load_avg_1m,3.62,0.5,9.685728,0.995,overwhelmed,1.01
1769098780399,page_faults,79.207921,100.0,0.0,0.0,overwhelmed,1.01
1769098780399,rss_mb,223.246094,500.0,71461.012075,0.933,overwhelmed,1.01
1769098780500,context_switches,186841.584158,5.0e3,0.0,0.0,overwhelmed,1.01
1769098780500,tick_jitter,1.0,0.0,1.8424,0.9212,overwhelmed,1.01
1769098780500,load_avg_1m,3.73,0.5,10.380736,0.995,overwhelmed,1.01
1769098780500,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098780500,rss_mb,222.8125,500.0,71823.404414,0.9348,overwhelmed,1.01
1769098780601,context_switches,73663.366337,5.0e3,0.0,0.0,overwhelmed,1.01
1769098780601,tick_jitter,1.0,0.0,1.9934,0.9967,overwhelmed,1.01
1769098780601,load_avg_1m,3.73,0.5,10.380736,0.995,overwhelmed,1.01
1769098780601,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098780601,rss_mb,222.8125,500.0,72069.269727,0.938,overwhelmed,1.01
1769098780702,context_switches,50663.366337,5.0e3,0.0,0.0,overwhelmed,1.01
1769098780702,tick_jitter,1.0,0.0,1.9934,0.9967,overwhelmed,1.01
1769098780702,load_avg_1m,3.73,0.5,10.374476,0.9944,overwhelmed,1.01
1769098780702,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098780702,rss_mb,222.8125,500.0,72422.701113,0.9426,overwhelmed,1.01
1769098780803,context_switches,43594.059406,5.0e3,0.0,0.0,overwhelmed,1.01
1769098780803,tick_jitter,1.0,0.0,1.9934,0.9967,overwhelmed,1.01
1769098780803,load_avg_1m,3.73,0.5,10.357783,0.9928,overwhelmed,1.01
1769098780803,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098780803,rss_mb,222.8125,500.0,72922.115029,0.9491,overwhelmed,1.01
1769098780904,context_switches,61178.217822,5.0e3,0.0,0.0,overwhelmed,1.01
1769098780904,tick_jitter,1.0,0.0,1.9934,0.9967,overwhelmed,1.01
1769098780904,load_avg_1m,3.73,0.5,10.343177,0.9914,overwhelmed,1.01
1769098780904,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098780904,rss_mb,222.8125,500.0,73544.461602,0.9572,overwhelmed,1.01
1769098781005,context_switches,63831.683168,5.0e3,0.0,0.0,overwhelmed,1.01
1769098781005,tick_jitter,1.0,0.0,1.9934,0.9967,overwhelmed,1.01
1769098781005,load_avg_1m,3.73,0.5,10.329614,0.9901,overwhelmed,1.01
1769098781005,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098781005,rss_mb,222.8125,500.0,74289.74083,0.9669,overwhelmed,1.01
1769098781106,context_switches,50237.623762,5.0e3,0.0,0.0,overwhelmed,1.01
1769098781106,tick_jitter,1.0,0.0,1.9934,0.9967,overwhelmed,1.01
1769098781106,load_avg_1m,3.73,0.5,10.317095,0.9889,overwhelmed,1.01
1769098781106,page_faults,9.90099,100.0,0.0,0.0,overwhelmed,1.01
1769098781106,rss_mb,215.175781,500.0,77044.256357,0.9497,overwhelmed,1.01
1769098781207,context_switches,72722.772277,5.0e3,0.0,0.0,overwhelmed,1.01
1769098781207,tick_jitter,1.0,0.0,1.9934,0.9967,overwhelmed,1.01
1769098781207,load_avg_1m,3.73,0.5,10.306662,0.9879,overwhelmed,1.01
1769098781207,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098781207,rss_mb,215.175781,500.0,75819.271339,0.9346,overwhelmed,1.01
1769098781308,context_switches,105198.019802,5.0e3,0.0,0.0,overwhelmed,1.01
1769098781308,tick_jitter,1.0,0.0,1.9934,0.9967,overwhelmed,1.01
1769098781308,load_avg_1m,3.73,0.5,10.297272,0.987,overwhelmed,1.01
1769098781308,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098781308,rss_mb,215.175781,500.0,74740.311026,0.9213,overwhelmed,1.01
1769098781409,context_switches,103782.178218,5.0e3,0.0,0.0,overwhelmed,1.01
1769098781409,tick_jitter,1.0,0.0,1.9934,0.9967,overwhelmed,1.01
1769098781409,load_avg_1m,3.73,0.5,10.289969,0.9863,overwhelmed,1.01
1769098781409,page_faults,0.0,100.0,0.0,0.0,overwhelmed,1.01
1769098781409,rss_mb,215.175781,500.0,73807.375417,0.9098,overwhelmed,1.01
1769098781510,context_switches,99297.029703,5.0e3,0.0,0.0,overwhelmed,1.01
1769098781510,tick_jitter,1.0,0.0,1.9934,0.9967,overwhelmed,1.01
1769098781510,load_avg_1m,3.73,0.5,10.28371,0.9857,overwhelmed,1.01
1769098781510,page_faults,1752.475248,100.0,0.0,0.0,overwhelmed,1.01
1769098781510,rss_mb,215.675781,500.0,72837.075492,0.901,overwhelmed,1.01
1769098798486,context_switches,0.0,5.0e3,12493750.0,0.9995,overwhelmed,1.01
1769098798486,page_faults,0.0,100.0,14706.0,0.9804,overwhelmed,1.01
1769098798486,tick_jitter,1.0,0.0,1.8182,0.9091,overwhelmed,1.01
1769098798486,load_avg_1m,3.57,0.5,1.571131,0.1667,overwhelmed,1.01
1769098798486,rss_mb,144.441406,500.0,125789.804022,0.995,overwhelmed,1.01
1769098798587,context_switches,33514.285714,5.0e3,0.0,0.0,overwhelmed,1.05
1769098798587,page_faults,361.904762,100.0,82.312925,0.0008,overwhelmed,1.05
1769098798587,tick_jitter,5.0,0.0,27.78,0.5556,overwhelmed,1.05
1769098798587,load_avg_1m,3.57,0.5,9.377775,0.995,overwhelmed,1.05
1769098798587,rss_mb,144.566406,500.0,126333.039566,1.0,overwhelmed,1.05
1769098798688,context_switches,46504.950495,5.0e3,0.0,0.0,overwhelmed,1.01
1769098798688,page_faults,0.0,100.0,16.5,0.0011,overwhelmed,1.01
1769098798688,tick_jitter,1.0,0.0,1.3044,0.6522,overwhelmed,1.01
1769098798688,load_avg_1m,3.57,0.5,9.377775,0.995,overwhelmed,1.01
1769098798688,rss_mb,144.566406,500.0,126333.039566,1.0,overwhelmed,1.01
1769098798789,context_switches,118881.188119,5.0e3,0.0,0.0,overwhelmed,1.01
1769098798789,page_faults,0.0,100.0,22.5,0.0015,overwhelmed,1.01
1769098798789,tick_jitter,1.0,0.0,1.4286,0.7143,overwhelmed,1.01
1769098798789,load_avg_1m,3.57,0.5,9.377775,0.995,overwhelmed,1.01
1769098798789,rss_mb,144.566406,500.0,126333.039566,1.0,overwhelmed,1.01
1769098798890,context_switches,64663.366337,5.0e3,0.0,0.0,overwhelmed,1.01
1769098798890,page_faults,168.316832,100.0,13.30149,0.0019,overwhelmed,1.01
1769098798890,tick_jitter,1.0,0.0,1.5152,0.7576,overwhelmed,1.01
1769098798890,load_avg_1m,3.57,0.5,9.377775,0.995,overwhelmed,1.01
1769098798890,rss_mb,143.210938,500.0,127069.297936,0.9982,overwhelmed,1.01
1769098798991,context_switches,66029.70297,5.0e3,0.0,0.0,overwhelmed,1.01
1769098798991,page_faults,0.0,100.0,33.0,0.0022,overwhelmed,1.01
1769098798991,tick_jitter,1.0,0.0,1.579,0.7895,overwhelmed,1.01
1769098798991,load_avg_1m,3.57,0.5,9.377775,0.995,overwhelmed,1.01
1769098798991,rss_mb,143.210938,500.0,127005.648719,0.9977,overwhelmed,1.01
1769098799092,context_switches,128544.554455,5.0e3,0.0,0.0,overwhelmed,1.01
1769098799092,page_faults,0.0,100.0,37.5,0.0025,overwhelmed,1.01
1769098799092,tick_jitter,1.0,0.0,1.628,0.814,overwhelmed,1.01
1769098799092,load_avg_1m,3.57,0.5,9.377775,0.995,overwhelmed,1.01
